Date,Open,High,Low,Close,Adj Close,Volume
2016-10-24,7020.5,7067.299805,6983.399901999999,6986.399901999999,6986.399901999999,657275100
2016-10-25,6986.399901999999,7067.200195,6985.899901999999,7017.600098000001,7017.600098000001,836098700
2016-10-26,7017.600098000001,7017.600098000001,6917.799805,6958.100098000001,6958.100098000001,911701300
2016-10-27,6958.100098000001,7003.899901999999,6924.100098000001,6986.600098000001,6986.600098000001,932928900
2016-10-28,6986.600098000001,7006.399901999999,6927.200195,6996.299805,6996.299805,927919200
2016-10-31,6996.299805,6996.299805,6945.299805,6954.200195,6954.200195,786510100
2016-11-01,6954.200195,6993.799805,6903.600098000001,6917.100098000001,6917.100098000001,757445500
2016-11-02,6917.100098000001,6917.100098000001,6845.399901999999,6845.399901999999,6845.399901999999,773904700
2016-11-03,6845.399901999999,6873.200195,6790.5,6790.5,6790.5,1051387600
2016-11-04,6790.5,6790.5,6676.600098,6693.299805,6693.299805,875842600
2016-11-07,6693.299805,6806.899901999999,6693.299805,6806.899901999999,6806.899901999999,862189600
2016-11-08,6806.899901999999,6849.299805,6795.100098000001,6843.100098000001,6843.100098000001,807294400
2016-11-09,6843.100098000001,6911.799805,6696.299805,6911.799805,6911.799805,1364332200
2016-11-10,6911.799805,6997.299805,6799.100098000001,6828.0,6828.0,1691621700
2016-11-11,6828.0,6849.0,6709.700195,6730.399901999999,6730.399901999999,1079211900
2016-11-14,6730.399901999999,6814.200195,6730.399901999999,6753.200195,6753.200195,1053182100
2016-11-15,6753.200195,6820.5,6753.200195,6792.700195,6792.700195,1123112200
2016-11-16,6792.700195,6810.5,6735.700195,6749.700195,6749.700195,850998000
2016-11-17,6749.700195,6798.799805,6745.100098000001,6794.700195,6794.700195,826252500
2016-11-18,6794.700195,6811.600098000001,6740.299805,6775.799805,6775.799805,866734900
2016-11-21,6775.799805,6820.899901999999,6754.200195,6778.0,6778.0,781736600
2016-11-22,6778.0,6851.399901999999,6778.0,6819.700195,6819.700195,896754300
2016-11-23,6819.700195,6880.700195,6779.5,6817.700195,6817.700195,773975400
2016-11-24,6817.700195,6831.200195,6790.700195,6829.200195,6829.200195,491417000
2016-11-25,6829.200195,6852.100098000001,6818.100098000001,6840.799805,6840.799805,477578100
2016-11-28,6840.799805,6841.0,6769.799805,6799.5,6799.5,688383900
2016-11-29,6799.5,6800.899901999999,6729.399901999999,6772.0,6772.0,772231500
2016-11-30,6772.0,6845.700195,6765.200195,6783.799805,6783.799805,1331987200
2016-12-01,6783.799805,6789.299805,6688.399902,6752.899901999999,6752.899901999999,938011500
2016-12-02,6752.899901999999,6752.899901999999,6678.700195,6730.700195,6730.700195,687199300
2016-12-05,6730.700195,6799.5,6697.700195,6746.799805,6746.799805,790521700
2016-12-06,6746.799805,6785.299805,6723.100098000001,6779.799805,6779.799805,845397500
2016-12-07,6779.799805,6902.200195,6779.799805,6902.200195,6902.200195,1161379200
2016-12-08,6902.200195,6937.5,6892.200195,6931.600098000001,6931.600098000001,1019417900
2016-12-09,6931.600098000001,6962.299805,6929.5,6954.200195,6954.200195,803052200
2016-12-12,6954.200195,6976.799805,6875.399901999999,6890.399901999999,6890.399901999999,917840600
2016-12-13,6890.399901999999,6978.0,6877.5,6968.600098000001,6968.600098000001,905452400
2016-12-14,6968.600098000001,6970.5,6942.0,6949.200195,6949.200195,971286400
2016-12-15,6949.200195,7010.5,6925.899901999999,6999.0,6999.0,1064458500
2016-12-16,6999.0,7038.399901999999,6990.399901999999,7011.600098000001,7011.600098000001,1113082800
2016-12-19,7011.600098000001,7025.700195,6986.399901999999,7017.200195,7017.200195,626061400
2016-12-20,7017.200195,7045.200195,6992.600098000001,7044.0,7044.0,721985200
2016-12-21,7044.0,7057.0,7025.700195,7041.399901999999,7041.399901999999,600551300
2016-12-22,7041.399901999999,7063.700195,7020.100098000001,7063.700195,7063.700195,468663000
2016-12-23,7063.700195,7071.100098000001,7054.600098000001,7068.200195,7068.200195,186159300
2016-12-28,7068.200195,7109.399901999999,7060.899901999999,7106.100098000001,7106.100098000001,470755300
2016-12-29,7106.100098000001,7120.299805,7074.5,7120.299805,7120.299805,383620400
2016-12-30,7120.299805,7142.799805,7087.5,7142.799805,7142.799805,316700000
2017-01-03,7142.799805,7205.5,7142.799805,7177.899901999999,7177.899901999999,795658400
2017-01-04,7177.899901999999,7189.700195,7168.799805,7189.700195,7189.700195,742050400
2017-01-05,7189.700195,7212.0,7172.799805,7195.299805,7195.299805,768721000
2017-01-06,7195.299805,7210.100098000001,7180.600098000001,7210.100098000001,7210.100098000001,694323700
2017-01-09,7210.100098000001,7243.799805,7207.399901999999,7237.799805,7237.799805,705536400
2017-01-10,7237.799805,7284.799805,7237.299805,7275.5,7275.5,933682800
2017-01-11,7275.5,7328.5,7257.200195,7290.5,7290.5,878535700
2017-01-12,7290.5,7302.299805,7263.399901999999,7292.399901999999,7292.399901999999,831909900
2017-01-13,7292.399901999999,7338.5,7292.399901999999,7337.799805,7337.799805,811899400
2017-01-16,7337.799805,7354.100098000001,7320.5,7327.100098000001,7327.100098000001,633737000
2017-01-17,7327.100098000001,7329.299805,7220.399901999999,7220.399901999999,7220.399901999999,879279000
2017-01-18,7220.399901999999,7260.5,7218.399901999999,7247.600098000001,7247.600098000001,795536000
2017-01-19,7247.600098000001,7249.600098000001,7191.700195,7208.399901999999,7208.399901999999,748413500
2017-01-20,7208.399901999999,7221.0,7193.700195,7198.399901999999,7198.399901999999,819057000
2017-01-23,7198.399901999999,7198.399901999999,7131.5,7151.200195,7151.200195,714162600
2017-01-24,7151.200195,7190.200195,7144.399901999999,7150.299805,7150.299805,1071108500
2017-01-25,7150.299805,7205.700195,7150.299805,7164.399901999999,7164.399901999999,989914700
2017-01-26,7164.399901999999,7184.799805,7151.299805,7161.5,7161.5,905662800
2017-01-27,7161.5,7184.700195,7150.799805,7184.5,7184.5,876491800
2017-01-30,7184.5,7184.700195,7105.700195,7118.5,7118.5,890006700
2017-01-31,7118.5,7162.5,7099.200195,7099.200195,7099.200195,959011000
2017-02-01,7099.200195,7170.200195,7099.200195,7107.700195,7107.700195,785299200
2017-02-02,7107.700195,7163.899901999999,7093.600098000001,7140.799805,7140.799805,880030800
2017-02-03,7140.799805,7202.399901999999,7133.600098000001,7188.299805,7188.299805,786535500
2017-02-06,7188.299805,7208.700195,7165.200195,7172.200195,7172.200195,614802900
2017-02-07,7172.200195,7227.200195,7159.600098000001,7186.200195,7186.200195,770251300
2017-02-08,7186.200195,7195.899901999999,7147.200195,7188.799805,7188.799805,935233800
2017-02-09,7188.799805,7238.700195,7183.100098000001,7229.5,7229.5,781741400
2017-02-10,7229.5,7274.799805,7229.5,7258.799805,7258.799805,875649700
2017-02-13,7258.799805,7298.5,7257.700195,7278.899901999999,7278.899901999999,645414300
2017-02-14,7278.899901999999,7292.700195,7251.799805,7268.600098000001,7268.600098000001,756312200
