Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,101.480003,101.720001,101.309998,101.459999,101.459999,3823600
2016-01-04,103.129997,103.66999799999999,102.489998,102.889999,102.889999,6440000
2016-01-05,103.129997,103.459999,102.93,103.18,103.18,3500300
2016-01-06,104.370003,104.800003,103.93,104.66999799999999,104.66999799999999,9316600
2016-01-07,105.83000200000001,106.239998,105.190002,106.150002,106.150002,11730400
2016-01-08,105.480003,105.800003,105.040001,105.68,105.68,7678200
2016-01-11,105.470001,105.57,104.709999,104.739998,104.739998,5905500
2016-01-12,104.089996,104.589996,103.650002,104.209999,104.209999,5540200
2016-01-13,103.889999,104.82,103.779999,104.720001,104.720001,7324200
2016-01-14,103.75,104.18,102.5,103.019997,103.019997,9989100
2016-01-15,104.91999799999999,104.959999,103.970001,104.08000200000001,104.08000200000001,10052700
2016-01-19,104.059998,104.449997,103.650002,103.980003,103.980003,4588400
2016-01-20,105.16999799999999,106.160004,104.940002,105.370003,105.370003,10120900
2016-01-21,104.989998,105.489998,104.519997,105.489998,105.489998,5425000
2016-01-22,104.93,105.510002,104.760002,105.0,105.0,4185300
2016-01-25,105.760002,106.089996,105.599998,106.08000200000001,106.08000200000001,6819400
2016-01-26,106.32,107.43,106.260002,107.290001,107.290001,8431600
2016-01-27,106.860001,107.93,106.650002,107.690002,107.690002,8273400
2016-01-28,106.550003,106.860001,106.480003,106.540001,106.540001,5914200
2016-01-29,106.610001,107.0,106.260002,106.949997,106.949997,8098700
2016-02-01,107.540001,108.150002,107.529999,108.050003,108.050003,10471800
2016-02-02,107.91999799999999,108.18,107.349998,108.089996,108.089996,6656000
2016-02-03,107.910004,109.58000200000001,107.900002,109.25,109.25,15785200
2016-02-04,110.449997,110.699997,109.91999799999999,110.57,110.57,13192300
2016-02-05,109.790001,112.349998,109.58000200000001,112.32,112.32,14777300
2016-02-08,113.66999799999999,114.870003,113.389999,113.83000200000001,113.83000200000001,28341200
2016-02-09,114.43,114.690002,113.550003,113.58000200000001,113.58000200000001,17065400
2016-02-10,113.91999799999999,114.519997,112.980003,114.459999,114.459999,13311100
2016-02-11,118.589996,120.839996,117.769997,119.059998,119.059998,49139000
2016-02-12,118.120003,118.739998,117.879997,118.360001,118.360001,16981200
2016-02-16,116.0,116.309998,114.739998,114.769997,114.769997,14601700
2016-02-17,115.470001,116.07,114.889999,115.480003,115.480003,10582400
2016-02-18,115.300003,118.599998,115.290001,118.290001,118.290001,13586500
2016-02-19,117.260002,117.970001,117.099998,117.58000200000001,117.58000200000001,15192000
2016-02-22,115.440002,116.190002,115.410004,115.489998,115.489998,10677800
2016-02-23,116.68,117.41999799999999,116.519997,117.220001,117.220001,9033400
2016-02-24,119.0,119.860001,117.349998,117.610001,117.610001,17938800
2016-02-25,117.620003,118.910004,117.540001,117.91999799999999,117.91999799999999,12461600
2016-02-26,117.43,117.720001,115.860001,117.110001,117.110001,12505100
2016-02-29,117.589996,118.699997,117.529999,118.639999,118.639999,11517500
2016-03-01,118.739998,119.110001,117.339996,117.769997,117.769997,14139300
2016-03-02,118.339996,118.970001,118.07,118.68,118.68,8903000
2016-03-03,118.860001,121.300003,118.809998,120.730003,120.730003,18634800
2016-03-04,121.129997,122.370003,120.220001,120.540001,120.540001,16261100
2016-03-07,121.18,121.58000200000001,120.410004,121.139999,121.139999,9358600
2016-03-08,121.790001,121.879997,120.470001,120.58000200000001,120.58000200000001,11531000
2016-03-09,119.199997,120.389999,118.839996,119.58000200000001,119.58000200000001,8672900
2016-03-10,120.5,121.760002,120.41999799999999,121.5,121.5,18090200
2016-03-11,121.190002,121.389999,119.360001,119.410004,119.410004,10812300
2016-03-14,120.269997,120.309998,117.5,117.870003,117.870003,14236200
2016-03-15,117.779999,118.040001,117.360001,117.959999,117.959999,9941800
2016-03-16,117.41999799999999,120.760002,117.339996,120.589996,120.589996,17334000
2016-03-17,121.160004,121.18,120.029999,120.129997,120.129997,9914300
